latitude,longitude,Entire home,accommodates,bathrooms,bedrooms,beds,cleaning_fee,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,price
34.09523889,-118.3550999,1,2,1,0,1,40 ,2,44,95,1,85
34.09864385,-118.3423246,0,2,2,1,12,15 ,2,8,98,1,20
34.1005303,-118.3451177,0,1,2,1,1,15 ,1,32,96,1,31
34.1026646,-118.34979,1,4,1,1,2,55 ,1,50,91,1,112
34.09459618,-118.3205283,1,5,1,1,1,75 ,1,36,94,1,125
34.09964337,-118.3253488,1,3,1,0,1,50 ,2,10,100,0,75
34.10218655,-118.3106943,1,2,1,0,1,40 ,2,4,100,0,80
34.10411672,-118.3165936,1,2,1,0,1,50 ,2,31,99,0,88
34.09949484,-118.3473605,1,6,2,2,3,90 ,2,58,94,1,249
34.08422314,-118.3152115,1,2,1,1,1,100 ,30,1,80,0,129
34.10084366,-118.3133146,1,6,2,2,3,95 ,1,40,89,1,149
34.09954053,-118.3203911,1,2,1,1,1,15 ,1,2,80,1,150
34.10035324,-118.326966,1,6,2,2,3,99 ,1,2,80,1,219
34.09847195,-118.338186,1,2,1,0,1,55 ,1,25,86,0,89
34.10074716,-118.3491715,1,2,1,0,1,45 ,16,2,100,1,119
34.10311592,-118.3318097,1,5,1,2,3,60 ,2,99,83,1,128
34.08796779,-118.3322485,1,3,1,1,1,85 ,3,18,100,0,105
34.09181223,-118.3322971,1,6,1,3,3,100 ,4,39,93,1,200
34.10188573,-118.3418411,1,3,1,1,1,5 ,1,8,100,1,99
34.10330628,-118.349177,1,2,1,0,0,80 ,1,126,96,1,111
34.0866173,-118.3398859,1,4,1,2,2,35 ,2,7,94,0,100
34.09948017,-118.3439245,1,5,1,0,3,75 ,3,24,93,0,170
34.10171641,-118.3348204,1,2,1,0,1,0 ,1,3,100,1,65
34.0984255,-118.3431526,0,2,2,1,9,15 ,2,6,80,1,20
34.09226574,-118.3407018,1,5,1,2,3,180 ,30,155,93,0,153
34.10288678,-118.3146624,1,6,2,2,2,99 ,1,3,100,0,180
34.10090225,-118.3218351,0,2,2,1,1,30 ,2,39,95,1,63
34.09418346,-118.3237137,1,3,1,0,1,40 ,2,16,93,0,100
34.10142602,-118.3369419,1,2,1,0,1,30 ,1,183,94,0,47
34.102608,-118.3485196,0,2,1,1,1,15 ,1,7,89,0,120
34.10233714,-118.3301781,1,5,1,1,3,80 ,1,55,91,1,120
34.09354177,-118.335646,1,2,1,1,1,60 ,2,63,98,1,99
34.09517938,-118.350691,1,4,1,1,2,80 ,1,113,86,1,119
34.10112627,-118.3549718,1,4,1,1,2,50 ,2,1,100,1,105
34.10280513,-118.342713,1,6,2,2,4,40 ,2,21,85,0,105
34.09921033,-118.3527584,0,2,1,1,1,15 ,1,11,96,0,95
34.09669102,-118.3465376,1,6,2,2,3,100 ,2,7,86,1,145
34.10060071,-118.3432727,1,6,2,2,2,120 ,1,23,94,0,155
34.08549445,-118.3100792,0,2,1,1,1,40 ,1,12,93,1,40
34.10433028,-118.3143713,1,2,1,0,2,15 ,2,10,96,1,79
34.10267378,-118.3104019,1,4,1,0,2,25 ,1,30,94,1,135
34.10179384,-118.3455992,1,8,3,3,5,140 ,1,52,98,1,298
34.09902941,-118.3155325,1,4,1,0,2,50 ,2,10,100,0,145
34.09814856,-118.3386621,1,2,1,0,1,70 ,1,91,83,0,80
34.0959486,-118.3453106,1,5,2,2,3,100 ,4,1,100,0,275
34.10064842,-118.3273315,1,4,1,1,2,70 ,1,144,97,1,115
34.09369695,-118.3134449,0,2,1,1,1,15 ,1,64,90,1,75
34.09887932,-118.3166648,1,2,1,0,1,40 ,1,7,60,0,82
34.09091357,-118.3327607,1,2,1,1,1,95 ,1,147,97,1,99
34.10064821,-118.341377,0,2,2,1,9,15 ,2,8,83,0,20
34.09448199,-118.3451079,0,1,2,1,1,15 ,1,22,93,0,49
34.10314068,-118.3359671,1,4,1,1,3,70 ,1,11,87,0,170
34.10385368,-118.3341654,1,3,1,1,1,80 ,6,1,80,1,85
34.09522011,-118.3332709,1,4,1,1,1,25 ,1,3,87,0,100
34.09458952,-118.331253,1,3,1,1,2,45 ,2,4,100,0,125
34.08515136,-118.3131841,0,1,3,1,1,14 ,2,27,91,0,39
34.10338425,-118.3410251,1,2,1,0,1,150 ,30,5,96,0,70
34.10319337,-118.3358213,1,6,1,2,2,100 ,4,44,99,1,250
34.09968857,-118.3168032,1,4,2,2,2,180 ,1,5,90,1,185
34.09517287,-118.3383845,1,4,1,1,1,110 ,2,1,80,1,118
34.08621907,-118.3236006,1,4,1,2,2,30 ,2,158,95,1,125
34.10123243,-118.3586085,1,12,4,5,5,460 ,1,1,100,0,980
34.09126075,-118.3227207,0,4,2,2,2,45 ,2,8,100,0,77
34.10282567,-118.3136377,0,1,1,0,1,85 ,5,1,100,0,69
34.08606261,-118.3100955,0,1,1,1,1,5 ,1,3,93,0,30
34.10240697,-118.3327206,1,3,1,0,1,75 ,2,6,97,0,105
34.08709559,-118.3100573,0,3,1.5,1,2,45 ,1,2,100,0,75
34.08563315,-118.3437477,1,10,2,3,4,75 ,1,4,90,0,189
34.1006953,-118.3323918,1,2,1,0,2,50 ,1,4,100,1,120
34.09458428,-118.3241589,0,2,1,1,1,25 ,3,47,94,0,55
34.10322572,-118.344818,1,2,1,0,1,55 ,2,22,90,0,85
34.10087065,-118.3419093,1,4,1,1,3,75 ,2,8,98,0,155
34.09395878,-118.3365921,1,3,1,1,1,50 ,3,18,87,0,149
34.09992038,-118.3209015,0,2,1,1,1,10 ,1,352,88,1,55
34.08751867,-118.3252717,0,4,1,1,2,8 ,1,215,87,0,65
34.1013877,-118.3374881,1,2,1,1,1,50 ,1,12,87,1,150
34.0997155,-118.3378664,1,2,1,0,1,50 ,2,19,80,0,83
34.08561365,-118.3277619,1,3,1,1,1,50 ,1,5,100,1,100
34.09567584,-118.3557384,0,2,1,1,1,60 ,4,1,100,0,100
34.10502496,-118.33217,1,10,1,2,6,150 ,2,1,100,1,250
34.09562857,-118.3403319,1,6,1,2,3,125 ,7,58,94,0,169
34.09239345,-118.3133191,1,3,1,0,1,50 ,1,18,98,1,85
34.09944899,-118.3422323,0,1,1,1,1,10 ,1,20,97,1,62
34.09358138,-118.3262385,1,3,1,0,1,40 ,1,32,95,1,99
34.10053647,-118.3421806,1,3,1,1,1,100 ,2,73,88,1,89
34.10142968,-118.3378529,1,7,2,2,3,185 ,1,95,91,0,169
34.10382206,-118.3131628,1,2,1,1,1,60 ,2,149,99,0,169
34.09462932,-118.3353707,0,2,1,1,2,40 ,2,13,91,0,164
34.09685111,-118.3548322,0,2,1,1,1,10 ,1,80,97,1,65
34.09945743,-118.3281857,0,3,1,1,1,45 ,1,51,95,1,78
34.10186014,-118.3376913,1,5,1,1,1,80 ,1,2,100,1,177
34.10080932,-118.3228759,0,2,2,1,1,30 ,2,44,98,1,63
34.10059726,-118.3478219,1,2,1,0,1,70 ,3,27,94,1,89
34.0850956,-118.3304709,1,2,1,1,1,50 ,1,1,100,0,105
34.09738871,-118.3098163,0,2,2,1,1,20 ,1,18,96,0,55
34.10406834,-118.3312562,1,2,1,1,1,75 ,1,24,87,1,63
34.10077812,-118.3475046,1,3,1,1,2,45 ,1,31,94,0,139
34.10216991,-118.3382141,1,6,2,2,5,150 ,1,4,90,1,232
34.10082113,-118.3116034,0,2,1,1,1,30 ,3,2,100,0,70
34.09489209,-118.3352784,1,4,1,2,2,190 ,3,14,96,0,200
34.10300854,-118.3432462,1,5,1,0,2,110 ,1,12,93,1,199
34.09621173,-118.3400202,1,2,1,1,1,75 ,2,4,80,1,130
34.09738843,-118.3405681,1,6,2,2,4,120 ,2,97,89,1,224
34.10228886,-118.3338567,1,8,2,2,4,99 ,1,4,50,1,279
34.10036972,-118.3426569,1,3,1,1,1,109 ,2,3,73,1,160
34.10388418,-118.3329855,1,8,1,1,7,150 ,2,1,100,1,250
34.10463957,-118.3207848,1,2,1,0,1,200 ,2,6,70,0,66
34.10436903,-118.3351456,1,8,2,2,5,99 ,2,10,84,1,299
34.10262104,-118.3349585,1,2,1,0,1,55 ,1,4,70,1,107
34.08715642,-118.3127199,0,2,2,1,1,14 ,2,26,94,0,49
34.10253216,-118.3468224,1,2,1,0,1,69 ,1,12,98,1,88
34.09785398,-118.3467825,1,4,1,1,2,75 ,2,63,93,1,206
34.10217445,-118.3236619,1,4,1,0,0,25 ,2,7,80,1,102
34.09922305,-118.3608601,1,4,1,2,4,0 ,1,7,100,0,294
34.0937522,-118.3287194,0,2,1,1,1,25 ,2,10,100,0,80
34.09870081,-118.3440155,1,3,1,0,1,99 ,2,1,100,1,140
34.10483891,-118.3288326,1,3,1,0,1,25 ,1,51,97,0,120
34.09337413,-118.3332154,1,5,2,2,3,35 ,1,3,100,1,160
34.10072221,-118.31911,1,5,1,1,3,60 ,2,13,86,1,179
34.10371338,-118.337544,1,5,1,1,3,79 ,1,9,91,1,179
34.10092574,-118.3162775,1,5,2,2,3,70 ,1,8,100,1,199
34.10291071,-118.312077,1,6,1,1,2,99 ,1,6,97,0,179
34.08677984,-118.312716,1,6,1,1,3,30 ,1,122,95,1,144
34.09386124,-118.3132605,0,2,1,1,1,12 ,1,69,86,1,55
34.10043523,-118.3115007,1,4,1,0,3,55 ,1,2,100,0,67
34.10138466,-118.3418438,1,8,2,3,6,150 ,1,47,97,1,227
34.10179225,-118.3432818,1,2,1,0,2,39 ,1,10,70,1,75
34.10327168,-118.3296226,1,4,1,0,1,30 ,1,80,93,0,90
34.09926411,-118.3410491,1,4,1,1,1,39 ,1,46,90,0,90
34.10445369,-118.3133999,1,4,1,1,2,70 ,3,122,94,1,109
34.10220693,-118.3319045,1,4,1,1,2,75 ,2,38,95,1,139
34.09029345,-118.3129635,0,2,1,1,1,24 ,1,98,94,1,49
34.10112077,-118.3433977,1,6,2,2,4,99 ,2,61,94,0,249
34.09819187,-118.3424343,0,2,2,1,24,15 ,3,3,100,0,20
34.09909718,-118.3287735,0,5,1,1,2,45 ,1,24,97,1,69
34.08578407,-118.3305321,1,6,2,3,3,80 ,2,1,100,1,140
34.10182172,-118.3395451,0,2,1,1,1,40 ,1,43,96,1,80
34.09864776,-118.3263787,0,2,1,1,1,35 ,1,2,100,0,96
34.09453183,-118.3362888,1,6,2,3,3,150 ,3,37,97,0,286
34.10260308,-118.3354246,1,3,1,0,1,65 ,1,115,87,1,94
34.1052432,-118.3286586,1,2,1,1,2,35 ,3,38,98,1,100
34.10227908,-118.3266114,1,4,1,0,2,59 ,1,1,100,1,149
34.10383654,-118.3317272,0,2,1,1,1,10 ,1,5,100,0,55
34.09283849,-118.3264557,1,3,1,0,2,69 ,1,68,93,1,79
34.08718572,-118.3126045,0,1,2,1,1,9 ,2,15,93,0,29
34.10330982,-118.3307486,0,2,1,1,1,20 ,2,1,60,1,98
34.09902305,-118.3192934,1,4,2,2,5,100 ,1,4,100,1,159
34.10331229,-118.3418152,1,2,1,0,1,150 ,30,2,100,0,69
34.08738093,-118.3314008,1,6,2,2,3,90 ,1,9,100,1,225
34.10158134,-118.3450176,1,8,3,3,5,140 ,1,95,95,1,279
34.08430274,-118.3141218,0,1,3,1,1,9 ,2,35,93,0,37
34.1045224,-118.3108979,1,4,1,1,2,10 ,2,6,97,0,105
34.1005712,-118.3426979,1,5,1,1,1,60 ,1,5,96,1,200
34.09815316,-118.3487657,1,2,1,1,1,50 ,3,9,95,0,89
34.10477373,-118.32916,1,2,1,0,1,84 ,2,56,89,0,80
34.1041224,-118.3095704,1,2,1,1,1,39 ,2,87,92,0,99
34.10243695,-118.32465,1,4,1,1,1,80 ,1,2,100,0,145
34.10333323,-118.3414789,1,4,1,1,2,70 ,1,16,97,0,150
34.09245797,-118.3137533,1,6,2,2,3,80 ,3,4,100,1,139
34.09584936,-118.3331191,1,5,1,1,1,80 ,2,3,100,1,159
34.10212027,-118.3427261,0,2,1,1,1,10 ,1,316,96,1,49
34.08607113,-118.3226904,1,3,1,1,3,65 ,4,26,97,1,80
34.10260075,-118.3357068,1,6,1,1,3,60 ,1,93,92,0,109
34.09968729,-118.3417777,0,2,1,1,1,40 ,2,2,100,1,65
34.09570534,-118.3296974,1,3,1.5,1,2,65 ,1,7,77,1,112
34.09751483,-118.3495056,0,1,1,1,1,45 ,1,5,100,0,48
34.10211867,-118.3518346,1,6,2,2,2,250 ,1,102,99,1,299
34.09527724,-118.3228436,1,4,1,1,1,49 ,1,115,94,1,96
34.09279704,-118.327618,1,8,2,2,4,110 ,1,16,98,1,225
34.10049082,-118.3460803,1,2,1,0,1,50 ,1,10,82,1,139
34.09278554,-118.3319096,1,4,1,1,2,80 ,1,5,72,1,125
34.09465098,-118.3264013,1,2,1,0,2,80 ,1,83,91,1,91
34.10187227,-118.3356108,1,6,1,1,2,95 ,2,8,98,1,199
34.10245176,-118.3136745,1,2,1,0,2,50 ,3,10,100,0,80
34.10432271,-118.3131526,1,2,1,1,1,60 ,1,4,100,0,95
34.09668758,-118.3198284,0,2,2,1,1,15 ,1,52,86,1,57
34.1025677,-118.3373821,1,6,2,2,2,140 ,1,39,96,0,279
34.10249104,-118.3323098,1,4,1,1,2,75 ,1,1,100,0,189
34.09750838,-118.3406424,1,4,1,1,2,60 ,1,1,80,0,140
34.08802999,-118.325895,1,3,1,0,2,40 ,1,62,88,1,79
34.10433829,-118.3341306,1,6,2,2,4,40 ,1,4,95,1,250
34.10149028,-118.331977,1,2,1,0,1,59 ,1,1,80,1,99
34.09340032,-118.3288826,0,2,1,1,1,45 ,1,25,98,0,60
34.10172611,-118.3462593,1,8,3,3,5,140 ,1,86,93,1,298
34.10420715,-118.3275155,1,2,1,0,1,84 ,2,70,86,0,77
34.10079659,-118.3438568,1,3,1,0,1,100 ,1,1,100,0,79
34.0953356,-118.3493077,1,5,1,2,2,95 ,2,100,94,0,154
34.10136301,-118.3386584,1,3,1,0,1,110 ,1,7,100,1,179
34.10272917,-118.3253461,1,2,1,1,1,70 ,15,1,100,1,225
34.0994069,-118.350402,1,5,1,2,2,150 ,3,28,93,0,233
34.09840144,-118.3412073,0,2,2,1,9,15 ,2,7,89,1,20
34.10004232,-118.3387751,1,11,2,2,6,99 ,1,52,89,1,199
34.08873187,-118.3232815,1,4,1,1,1,65 ,2,7,94,1,85
34.08596258,-118.3361222,1,6,2,2,4,90 ,4,18,94,1,142
34.100411,-118.344477,0,1,2,1,1,15 ,1,14,99,1,31
34.09458875,-118.3455573,0,2,1.5,1,1,0 ,1,1,100,0,160
34.10373975,-118.3216702,1,6,2,2,2,75 ,1,208,92,1,186
34.10155966,-118.3451707,0,3,1,1,1,45 ,7,75,90,1,66
34.08744363,-118.3397511,1,4,2,2,3,59 ,14,37,91,0,105
34.09932473,-118.344128,0,2,1,1,1,30 ,1,27,97,1,98
34.09439912,-118.3517933,0,2,1,1,1,7 ,2,20,96,0,60
34.10041162,-118.3448173,1,8,2,3,4,99 ,1,6,93,1,249
34.10448568,-118.3110348,1,2,1,1,1,65 ,2,1,100,1,125
34.10066183,-118.3285207,1,3,1,1,2,100 ,2,7,100,1,110
34.10218201,-118.3348357,1,3,1,1,1,30 ,1,1,100,1,150
34.10029297,-118.3500767,1,3,1,1,1,100 ,5,5,100,0,89
34.10138966,-118.3399634,1,12,2,3,8,150 ,1,1,60,1,249
34.0995833,-118.3474611,1,8,1,1,4,40 ,1,17,87,0,120
34.10088056,-118.3427114,1,2,1,1,2,100 ,3,58,98,0,159
34.1032109,-118.3150205,1,2,1,1,1,25 ,1,31,98,1,48
34.10366936,-118.323428,1,5,1,0,4,110 ,1,10,96,1,199
34.08777411,-118.3246942,0,3,1,1,1,75 ,3,6,87,0,38
34.10434029,-118.3375791,1,6,1,1,4,79 ,2,2,70,1,199
34.09960593,-118.3226932,0,1,1,1,1,50 ,3,14,98,0,69
34.09386019,-118.3333052,0,2,1,1,1,5 ,1,1,80,0,65
34.09997134,-118.3559544,1,4,1,2,2,75 ,6,24,97,1,200
34.08944998,-118.3246135,0,2,1,1,1,100 ,3,10,92,1,41
34.09737925,-118.3273708,1,5,1,0,3,99 ,1,10,88,1,199
34.10224726,-118.3334383,0,3,1,1,2,39 ,1,53,95,1,50
34.09269755,-118.3368724,1,4,2,2,2,89 ,1,1,20,1,169
34.10262303,-118.3316615,1,5,1,0,2,55 ,1,1,100,1,126
34.09629681,-118.3525966,1,6,2,3,3,90 ,1,80,95,0,280
34.09480085,-118.3380199,1,6,2,2,3,115 ,2,40,95,0,205
34.10290461,-118.3349001,1,7,1,2,4,45 ,1,31,92,1,178
34.10147865,-118.3538745,0,2,1,1,1,15 ,1,171,97,0,96
34.09692217,-118.3480473,1,2,1,1,1,150 ,5,1,80,0,75
34.08754965,-118.3419277,1,8,1,2,4,100 ,1,27,100,1,200
34.09648299,-118.3362544,0,2,1,1,1,19 ,3,44,95,0,79
34.09769515,-118.3368605,1,2,1,0,1,60 ,30,30,82,0,89
34.09368142,-118.336787,0,2,1,1,1,25 ,1,37,95,0,135
34.09370151,-118.326186,1,4,1,0,2,50 ,1,1,100,1,69
34.09376185,-118.3280726,1,4,1,0,2,55 ,1,147,95,1,80
34.10317253,-118.3386944,1,6,2,2,6,99 ,1,25,94,1,403
34.09941024,-118.3473018,0,2,1,1,1,8 ,3,64,98,1,70
34.10158006,-118.3376297,1,6,2,2,6,110 ,1,25,96,1,232
34.09609637,-118.3106832,1,6,1,0,3,25 ,1,102,85,0,99
34.09565245,-118.3286346,1,2,1,1,1,50 ,3,107,97,0,117
34.10244845,-118.3341295,0,2,1,1,1,50 ,2,1,100,1,120
34.09862476,-118.3605265,1,4,1,1,2,80 ,1,24,91,1,150
34.10318683,-118.3469799,1,4,1,1,2,90 ,1,5,100,1,169
34.09527078,-118.3389143,1,11,3,3,7,185 ,1,3,100,1,348
34.09507457,-118.3559784,0,1,1,1,1,50 ,5,10,100,1,90
34.10359039,-118.3393395,1,6,2,2,3,200 ,3,3,90,0,200
34.09673571,-118.3512529,1,6,2,2,3,100 ,1,1,100,1,250
34.10425686,-118.3334492,0,2,1,1,1,30 ,1,8,100,1,61
34.10127674,-118.336541,1,6,2,2,5,150 ,1,9,96,1,232
34.10370345,-118.331156,1,4,1,1,1,90 ,1,7,94,1,95
34.0999398,-118.3426295,0,2,2,1,9,15 ,2,2,60,1,20
34.10446369,-118.3331743,1,6,1,1,4,49 ,1,3,100,1,153
34.10162177,-118.3363004,1,8,2,3,8,150 ,1,28,89,1,249
34.1025162,-118.3216985,1,3,1,0,2,50 ,1,18,97,1,99
34.09617734,-118.3489754,1,3,1,1,2,75 ,1,22,98,1,120
34.09471888,-118.3159025,1,5,1,1,3,150 ,2,37,97,0,89
34.0990658,-118.3478508,1,4,2,2,2,85 ,2,5,96,1,300
34.09938489,-118.3251677,1,4,1,0,1,125 ,2,1,100,0,135
34.08917625,-118.3309787,1,6,2,2,3,80 ,3,14,94,1,139
34.09513772,-118.3580335,1,4,2,2,2,75 ,1,2,100,1,172
34.09263657,-118.3253924,1,2,1,0,1,60 ,1,10,90,0,85
34.10353077,-118.3379498,1,4,1,1,1,50 ,2,19,98,0,200
34.10043373,-118.3190877,1,6,2,2,3,150 ,4,9,100,0,150
34.09886715,-118.3310488,1,6,2.5,2,2,100 ,2,28,96,1,150
34.10107047,-118.3364349,1,3,1,0,1,40 ,1,39,95,1,125
34.09647545,-118.3402196,1,4,1,2,3,110 ,2,71,97,0,139
34.10223822,-118.3171423,1,2,1,0,1,60 ,2,3,100,1,43
34.09930348,-118.3409273,1,3,1,1,1,50 ,1,65,95,1,99
34.10001851,-118.3441966,0,2,1,1,1,39 ,1,41,98,0,69
34.10478963,-118.3112979,1,2,1,1,1,65 ,2,4,100,1,125
34.10403762,-118.3238652,1,6,2,2,2,99 ,1,6,83,0,250
34.09970869,-118.3606303,1,2,1,1,1,99 ,1,27,99,1,99
34.09893135,-118.3206359,1,6,2,2,4,120 ,2,95,99,0,240
34.1026318,-118.3315211,1,2,1,1,1,75 ,1,8,95,1,125
34.09700384,-118.3530992,1,4,1,1,1,50 ,2,9,100,1,125
34.10260148,-118.3363471,1,8,2,2,0,85 ,1,24,98,0,249
34.0942827,-118.3243029,1,3,1,0,2,40 ,2,31,98,1,90
34.09452674,-118.3325514,1,6,3,3,6,150 ,2,6,100,0,349
34.10064054,-118.3257362,1,5,1,0,3,99 ,1,6,87,1,199
34.09549483,-118.3485011,1,3,1,0,2,65 ,5,1,100,0,155
34.09745613,-118.3177553,1,2,1,0,1,25 ,1,29,93,1,79
34.08703409,-118.3388545,1,10,5.5,5,5,450 ,3,3,100,0,1400
34.10225733,-118.3478152,1,6,2,2,4,50 ,7,9,95,1,125
34.09316498,-118.3279445,1,8,2,2,4,110 ,1,13,100,1,225
34.09964398,-118.3250345,1,3,1,1,1,120 ,1,7,97,0,99
34.10093605,-118.3495749,1,1,1,0,1,75 ,5,1,100,0,85
34.09959997,-118.3399426,1,8,2,2,4,99 ,1,52,85,1,350
34.09405095,-118.3403381,1,6,1,0,3,70 ,1,18,96,0,90
34.09456113,-118.35066,1,3,1,1,2,50 ,2,2,100,0,160
34.10236827,-118.3320124,1,2,1,1,1,20 ,2,2,90,1,120
34.10348816,-118.3147694,0,2,1,1,1,20 ,1,68,98,1,48
34.1036087,-118.3368718,1,8,2,2,3,90 ,1,92,95,1,223
34.08533934,-118.3226326,1,2,1,1,1,80 ,3,60,93,0,80
34.10148341,-118.339662,1,6,2,2,8,99 ,1,3,93,1,199
34.10228285,-118.3258274,1,12,2,2,4,80 ,1,10,94,1,183
34.10285162,-118.3230775,0,2,1,1,1,45 ,2,1,100,0,163
34.10072672,-118.3129367,0,2,1,1,1,25 ,3,84,93,1,63
34.08596562,-118.3326672,1,2,1,1,1,125 ,3,7,100,0,185
34.10290221,-118.3279231,1,6,2,2,3,115 ,2,5,88,1,299
34.08496509,-118.3147519,1,3,1,1,1,49 ,1,7,97,1,94
34.09806612,-118.3255769,1,4,1,0,2,110 ,1,17,84,0,142
34.09247982,-118.3200445,1,2,1,1,2,115 ,4,13,94,0,99
34.10022146,-118.3569518,1,2,1,1,1,35 ,1,40,96,1,110
34.0999463,-118.3213455,1,2,1,0,1,50 ,4,1,100,1,100
34.09497405,-118.334976,1,4,1,1,2,70 ,3,18,96,0,120
34.09457276,-118.3409804,1,4,1,2,3,125 ,2,102,93,0,135
34.10067638,-118.3419051,1,3,1,1,2,100 ,3,97,97,0,159
34.09258667,-118.3292199,1,8,2,2,4,110 ,1,19,100,1,225
34.09540734,-118.3252689,1,3,1,1,2,69 ,5,21,87,0,99
34.10344736,-118.3333848,1,2,1,1,1,60 ,5,2,90,1,55
34.10158601,-118.3455368,1,8,3,3,5,140 ,1,20,95,1,298
34.1025485,-118.3225757,0,1,2,1,1,65 ,1,8,100,1,299
34.08494376,-118.3146088,1,3,1,0,2,39 ,1,6,90,1,86
34.08847094,-118.3114287,1,6,2,2,2,120 ,1,10,100,1,270
34.09497844,-118.352775,0,1,1,1,1,0 ,1,9,98,0,68
34.10198312,-118.3539279,1,3,1,1,1,50 ,5,17,89,1,129
34.09755744,-118.3570692,1,7,3,3,3,300 ,5,3,87,0,1295
34.09488109,-118.3325182,1,6,3,3,5,175 ,1,9,98,0,300
34.10448716,-118.3113761,1,4,1,1,2,60 ,1,1,100,0,160
34.10072916,-118.3247489,1,7,2,2,4,75 ,1,21,100,1,289
34.10104622,-118.3210548,1,7,2,3,4,100 ,1,9,90,1,169
34.08515867,-118.3411542,1,6,2.5,3,5,110 ,1,148,92,1,232
34.10345306,-118.3390283,1,6,2,2,3,80 ,3,56,95,1,159
34.09266609,-118.3233893,1,4,1,1,2,60 ,3,100,96,0,105
34.10509729,-118.3120892,1,2,1,1,1,40 ,1,14,95,0,85
34.0945386,-118.3343063,1,2,1,0,1,75 ,3,28,100,0,150
34.10274409,-118.3381203,0,4,1.5,1,1,30 ,3,10,98,1,125
34.10076383,-118.3427639,0,2,1,1,1,20 ,2,89,95,1,84
